Campaña,ENSO,Región,Departamento/Partido,Localidad,Zona,Cultivo,Subgrupo,1°/2°,Superficie Sembrada,Superficie Cosechada,Destino,Rendimiento,Antecesor,Genética,Ciclo_OK,Fecha de siembra (dd/mm/aaaa),Agua al inicio,Riego,Sistema de riego,Lámina de riego,Precipitaciones ciclo (sept-abril),Fertilización
2023-24,NIÑO,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,31.0,31.0,GRANO,1822.0,MAÍZ DE 1° TARDIO,NK 52X21 STS,5 CORTO,2023-12-02,,NO,,,536.0,CON FERTILIZACIÓN
2021-22,NIÑA,COR,RIO.SEGUNDO,LAGUNA LARGA,2,SOJA,OGM,1°,31.0,31.0,GRANO,3700.0,MAÍZ DE 1° TARDIO,AW 4927 IPRO,4 LARGO,2021-11-20,,NO,,,,CON FERTILIZACIÓN
2022-23,NIÑA,COR,RIO.SEGUNDO,LAGUNA LARGA,2,SOJA,OGM,1°,31.0,31.0,GRANO,1900.0,MAÍZ DE 1° TARDIO,DM 46I20 IPRO STS,4 LARGO,2022-11-23,,NO,,,,CON FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.SEGUNDO,LAGUNA LARGA,2,SOJA,OGM,1°,31.0,31.0,GRANO,3311.0,MAÍZ DE 1° TARDIO,DM 46I20 IPRO STS,4 LARGO,2024-11-20,,NO,,,,CON FERTILIZACIÓN
2024-25,NEUTRO,COR,TOTORAL,LOS MISTOLES,5,SOJA,OGM,1°,31.0,31.0,GRANO,4533.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2024-12-06,230.0,NO,,,839.0,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,31.0,31.0,GRANO,3264.0,MAÍZ DE 1° TARDIO,53MS02 STS,5 CORTO,2021-11-19,,NO,,,613.0,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,RIO.PRIMERO,DIEGO DE ROJAS,4,SOJA,NO OGM,1°,31.0,31.0,GRANO,3400.0,MAÍZ DE 1° TARDIO,OTRO,S/D,2023-12-13,,NO,,,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,TERCERO.ARRIBA,JAMES CRAIK,2,SOJA,OGM,1°,31.0,31.0,GRANO,2966.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2024-11-13,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.SEGUNDO,LAGUNA LARGA,2,SOJA,OGM,1°,31.0,31.0,GRANO,5300.0,MAÍZ DE 1° TEMPRANO,DM 4212,4 CORTO,2018-11-08,,NO,,,,CON FERTILIZACIÓN
2020-21,NIÑA,COR,RIO.SEGUNDO,LAGUNA LARGA,2,SOJA,OGM,1°,31.0,31.0,GRANO,4500.0,MAÍZ DE 1° TEMPRANO,DM 46I20 IPRO STS,4 LARGO,2020-11-16,,NO,,,503.0,CON FERTILIZACIÓN
2017-18,NIÑA,COR,RIO.SEGUNDO,LAGUNA LARGA,2,SOJA,OGM,1°,31.0,31.0,GRANO,3700.0,MAÍZ DE 1° TEMPRANO,NS 4619 IPRO STS,4 LARGO,2017-11-09,,NO,,,,CON FERTILIZACIÓN
2019-20,NEUTRO,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,31.0,31.0,GRANO,3264.0,MAÍZ DE 1° TEMPRANO,A 5009 RG,5 CORTO,2019-11-18,,NO,,,,SIN FERTILIZACIÓN
2013-14,NEUTRO,COR,JUAREZ.CELMAN,JUÁREZ CELMAN,3,SOJA,OGM,1°,31.0,31.0,GRANO,3300.0,MAÍZ DE 1° TEMPRANO,SP 4X99,4 LARGO,2013-12-17,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,SAN.JUSTO,SACANTA,2,SOJA,OGM,1°,31.0,31.0,GRANO,4440.0,MAÍZ DE 1° TEMPRANO,DM 5958 IPRO,5 LARGO,2020-11-11,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,TOTORAL,LOS MISTOLES,1,SOJA,OGM,1°,31.0,31.0,GRANO,2500.0,MAÍZ DE 1° TEMPRANO,BIO 5.4,5 CORTO,2018-12-20,,NO,,,591.0,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,TOTORAL,LOS MISTOLES,1,SOJA,OGM,1°,31.0,31.0,GRANO,3050.0,MAÍZ DE 1° TEMPRANO,BIO 5.4,5 CORTO,2016-12-11,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,RIO.PRIMERO,RÍO PRIMERO,1,SOJA,OGM,1°,31.0,31.0,GRANO,4600.0,MAÍZ DE 1° TEMPRANO,DM 49R19 STS,4 LARGO,2019-11-18,,NO,,,572.0,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,TOTORAL,CANDELARIA SUR,1,SOJA,OGM,1°,31.0,31.0,GRANO,3010.0,MAÍZ DE 1° TEMPRANO,SY 4X9 IPRO,4 LARGO,2019-12-05,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,RIO.PRIMERO,MONTECRISTO,1,SOJA,OGM,1°,31.0,31.0,GRANO,4260.0,MAÍZ DE 2°,53MS01 IPRO,5 CORTO,2020-12-07,110.0,NO,,,,CON FERTILIZACIÓN
2019-20,NEUTRO,COR,JUAREZ.CELMAN,JUÁREZ CELMAN,3,SOJA,OGM,1°,31.0,31.0,GRANO,4237.0,MAÍZ DE 2°,CZ 5407 IPRO,5 CORTO,2019-12-08,,NO,,,748.0,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,JUAREZ.CELMAN,JUÁREZ CELMAN,3,SOJA,OGM,1°,31.0,31.0,GRANO,1880.0,MAÍZ DE 2°,DM 4915 IPRO,4 LARGO,2017-12-07,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,JUAREZ.CELMAN,JUÁREZ CELMAN,3,SOJA,OGM,1°,31.0,31.0,GRANO,3016.0,MAÍZ DE 2°,DM 49R19 STS,4 LARGO,2021-12-16,,NO,,,638.0,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,JUAREZ.CELMAN,JUÁREZ CELMAN,3,SOJA,OGM,1°,31.0,31.0,GRANO,4626.0,MAÍZ DE 2°,NS 5258,5 CORTO,2015-12-30,,NO,,,,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,31.0,31.0,GRANO,2190.0,MAÍZ DE 2°,OTRO,S/D,2017-11-01,230.0,SI,ASPERSIÓN PIVOT CENTRAL,320.0,296.0,CON FERTILIZACIÓN
2022-23,NIÑA,COR,RIO.SEGUNDO,LAGUNA LARGA,2,SOJA,OGM,1°,31.0,31.0,GRANO,1700.0,SOJA DE 1°,DM 4212,4 CORTO,2022-11-15,,NO,,,,CON FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.SEGUNDO,LAGUNA LARGA,2,SOJA,OGM,1°,31.0,31.0,GRANO,4900.0,SOJA DE 1°,NS 4619 IPRO STS,4 LARGO,2018-11-15,,NO,,,,CON FERTILIZACIÓN
2019-20,NEUTRO,COR,RIO.SEGUNDO,LAGUNA LARGA,2,SOJA,OGM,2°,31.0,31.0,GRANO,1300.0,TRIGO,4914 IPRO,4 LARGO,2019-11-20,,NO,,,,CON FERTILIZACIÓN
2018-19,NIÑO,COR,SAN.JUSTO,VILLA CONCEPCIÓN DEL TÍO,5,SOJA,OGM,2°,31.0,31.0,GRANO,3200.0,TRIGO,DM 4915 IPRO,4 LARGO,2018-12-05,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,2°,31.0,31.0,GRANO,1800.0,TRIGO,53MS02 STS,5 CORTO,2021-12-17,,NO,,,613.0,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,2°,31.0,31.0,GRANO,500.0,TRIGO,DM 5.9 I,5 LARGO,2017-12-18,,NO,,,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,2°,31.0,31.0,GRANO,2720.0,TRIGO,DM 53I53 IPRO,5 CORTO,2024-12-21,150.0,NO,,,616.0,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,SAN.JUSTO,VILLA SAN ESTEBAN,2,SOJA,OGM,1°,310.0,310.0,GRANO,2800.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2023-11-28,,NO,,,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,310.0,310.0,GRANO,4033.123132,MAÍZ DE 1° TARDIO,LDC 5.3,5 CORTO,2024-12-14,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,RIO.PRIMERO,RÍO PRIMERO,2,SOJA,OGM,1°,312.0,312.0,GRANO,2600.0,MAÍZ DE 2°,DM 60I62 IPRO,6 CORTO,2020-12-07,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,RIO.PRIMERO,CHALACEA,1,SOJA,OGM,1°,314.0,314.0,GRANO,4539.0,MAÍZ DE 1° TEMPRANO,DM 53I53 IPRO,5 CORTO,2019-12-01,,NO,,,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,2°,32.0,32.0,GRANO,2610.0,AVENA,DM 60I62 IPRO,6 CORTO,2024-11-26,,NO,,,749.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,2°,32.0,32.0,GRANO,3567.0,AVENA,DM 60I62 IPRO,6 CORTO,2025-12-17,,NO,,,,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,32.0,32.0,GRANO,3718.4375,CENTENO,DM 60I62 IPRO,6 CORTO,2025-12-24,220.0,NO,,,993.0,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,TOTORAL,SANTA CATALINA,3,SOJA,NO OGM,1°,32.0,32.0,GRANO,2800.0,CULTIVO DE SERVICIO,ALIM 5.09,5 CORTO,2021-11-21,,NO,,,730.0,CON FERTILIZACIÓN
2023-24,NIÑO,COR,TOTORAL,SANTA CATALINA,3,SOJA,OGM,1°,32.0,32.0,GRANO,1996.0,CULTIVO DE SERVICIO,NS 5028 STS,5 CORTO,2023-11-14,,NO,,,689.0,CON FERTILIZACIÓN
2019-20,NEUTRO,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,32.0,32.0,GRANO,2119.0,CULTIVO DE SERVICIO,LDC 5.3,5 CORTO,2019-11-16,,NO,,,703.0,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,SAN.JUSTO,EL ARAÑADO,2,SOJA,OGM,1°,32.0,32.0,GRANO,2900.0,CULTIVO DE SERVICIO,DM 50I17 IPRO STS,5 CORTO,2021-11-26,,NO,,,467.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,SAN.JUSTO,SACANTA,2,SOJA,OGM,1°,32.0,32.0,GRANO,3500.0,CULTIVO DE SERVICIO PASTOREADO,DM 60I62 IPRO,6 CORTO,2025-11-29,,NO,,,,CON FERTILIZACIÓN
2021-22,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,5,SOJA,OGM,1°,32.0,32.0,GRANO,2390.0,MAÍZ DE 1° TARDIO,BIO 6.5,6 CORTO,2021-12-15,,NO,,,481.0,CON FERTILIZACIÓN
2023-24,NIÑO,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,32.0,32.0,GRANO,3230.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2023-12-03,,NO,,,,CON FERTILIZACIÓN
2023-24,NIÑO,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,32.0,32.0,GRANO,2920.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2023-12-05,,NO,,,,CON FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.PRIMERO,CAPILLA DE LOS REMEDIOS,2,SOJA,OGM,1°,32.0,32.0,GRANO,4300.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2024-11-17,,NO,,,,CON FERTILIZACIÓN
2023-24,NIÑO,COR,SAN.JUSTO,SACANTA,2,SOJA,OGM,1°,32.0,32.0,GRANO,1850.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2023-12-03,,NO,,,,CON FERTILIZACIÓN
2021-22,NIÑA,COR,SAN.JUSTO,VILLA CONCEPCIÓN DEL TÍO,2,SOJA,OGM,1°,32.0,32.0,GRANO,3372.0,MAÍZ DE 1° TARDIO,NS 5030 IPRO STS,5 CORTO,2021-12-03,,NO,,,,CON FERTILIZACIÓN
2021-22,NIÑA,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,32.0,32.0,GRANO,2950.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2021-11-25,,NO,,,622.0,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,RIO.PRIMERO,DIEGO DE ROJAS,4,SOJA,NO OGM,1°,32.0,32.0,GRANO,3600.0,MAÍZ DE 1° TARDIO,K 6501 STS,6 CORTO,2023-12-12,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,32.0,32.0,GRANO,2725.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2021-11-17,,NO,,,595.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,32.0,32.0,GRANO,3185.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2025-12-05,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,32.0,32.0,GRANO,3800.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2021-12-05,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,32.0,32.0,GRANO,2600.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2021-12-10,,NO,,,,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,SANTA.MARIA,TOLEDO,2,SOJA,OGM,1°,32.0,32.0,GRANO,2860.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2023-12-05,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,32.0,32.0,GRANO,2448.0,MAÍZ DE 1° TARDIO,53MS01 IPRO,5 CORTO,2021-12-06,,NO,,,571.0,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,COLON,TINOCO,1,SOJA,OGM,1°,32.0,32.0,GRANO,1000.0,MAÍZ DE 1° TARDIO,CZ 4.97,4 LARGO,2022-11-17,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,32.0,32.0,GRANO,2300.0,MAÍZ DE 1° TARDIO,DM 4915 IPRO,4 LARGO,2021-11-29,,NO,,,513.0,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,32.0,32.0,GRANO,3237.5,MAÍZ DE 1° TARDIO,DM 4915 IPRO,4 LARGO,2021-12-16,,NO,,,552.0,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,32.0,32.0,GRANO,2745.0,MAÍZ DE 1° TARDIO,DM 4915 IPRO,4 LARGO,2023-12-11,,NO,,,,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,32.0,32.0,GRANO,3137.0,MAÍZ DE 1° TARDIO,DM 4915 IPRO,4 LARGO,2025-12-10,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,SANTA.MARIA,TOLEDO,1,SOJA,OGM,1°,32.0,32.0,GRANO,2900.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2021-11-06,,NO,,,,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,32.0,32.0,GRANO,950.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2022-11-17,,NO,,,389.0,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,SANTA.MARIA,TOLEDO,1,SOJA,OGM,1°,32.0,32.0,GRANO,1200.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2022-11-23,,NO,,,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,32.0,32.0,GRANO,1915.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2024-11-06,,NO,,,598.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,COLON,GENERAL PAZ,1,SOJA,OGM,1°,32.0,32.0,GRANO,3200.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2024-12-20,,NO,,,,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,32.0,32.0,GRANO,3358.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2023-12-02,,NO,,,770.0,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,TOTORAL,SANTA CATALINA,3,SOJA,OGM,1°,32.0,32.0,GRANO,1940.0,MAÍZ DE 1° TEMPRANO,A 5009 RG,5 CORTO,2017-11-18,,NO,,,,CON FERTILIZACIÓN
2025-26,NIÑA,COR,TOTORAL,SANTA CATALINA,3,SOJA,NO OGM,1°,32.0,32.0,GRANO,2612.5,MAÍZ DE 1° TEMPRANO,ALIM 5.09,5 CORTO,2025-11-19,120.0,NO,,,878.0,CON FERTILIZACIÓN
2019-20,NEUTRO,COR,TOTORAL,SANTA CATALINA,3,SOJA,OGM,1°,32.0,32.0,GRANO,2600.0,MAÍZ DE 1° TEMPRANO,BIO 5.4,5 CORTO,2019-11-28,,NO,,,,CON FERTILIZACIÓN
2020-21,NIÑA,COR,TOTORAL,LAS PEÑAS,3,SOJA,OGM,1°,36.0,32.0,GRANO,2105.6,MAÍZ DE 1° TEMPRANO,DM 50I17 IPRO STS,5 CORTO,2020-12-06,,NO,,,481.0,CON FERTILIZACIÓN
2025-26,NIÑA,COR,SAN.JUSTO,SACANTA,2,SOJA,OGM,1°,32.0,32.0,GRANO,4300.0,MAÍZ DE 1° TEMPRANO,DM 46I20 IPRO STS,4 LARGO,2025-11-28,,NO,,,,CON FERTILIZACIÓN
2016-17,NIÑA,COR,TOTORAL,LOS MISTOLES,1,SOJA,OGM,1°,32.0,32.0,GRANO,3912.0,MAÍZ DE 1° TEMPRANO,BIO 5.4,5 CORTO,2016-11-11,,NO,,,,CON FERTILIZACIÓN
2018-19,NIÑO,COR,TULUMBA,SAN JOSÉ DE LA DORMIDA,5,SOJA,OGM,1°,32.0,32.0,GRANO,4562.0,MAÍZ DE 1° TEMPRANO,DM 50I17 IPRO STS,5 CORTO,2018-12-05,,NO,,,571.0,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,RIO.PRIMERO,CHALACEA,5,SOJA,OGM,1°,32.0,32.0,GRANO,3565.0,MAÍZ DE 1° TEMPRANO,DM 60I62 IPRO,6 CORTO,2020-12-28,,NO,,,,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,TULUMBA,SAN JOSÉ DE LA DORMIDA,5,SOJA,OGM,1°,32.0,32.0,GRANO,3660.0,MAÍZ DE 1° TEMPRANO,P 94M80,4 LARGO,2016-11-27,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,32.0,32.0,GRANO,2920.0,MAÍZ DE 1° TEMPRANO,LDC 5.3,5 CORTO,2019-11-09,,NO,,,703.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,32.0,32.0,GRANO,3057.0,MAÍZ DE 1° TEMPRANO,LDC 5.3,5 CORTO,2018-11-15,,NO,,,894.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,SAN.JUSTO,EL ARAÑADO,2,SOJA,OGM,1°,32.0,32.0,GRANO,4150.0,MAÍZ DE 1° TEMPRANO,DM 4615 STS,4 LARGO,2018-11-16,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,32.0,32.0,GRANO,3316.0,MAÍZ DE 1° TEMPRANO,A 5009 RG,5 CORTO,2019-11-27,122.0,NO,,,543.0,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,TOTORAL,LOS MISTOLES,1,SOJA,OGM,1°,32.0,32.0,GRANO,2746.0,MAÍZ DE 1° TEMPRANO,BIO 5.4,5 CORTO,2016-12-11,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,SAN.JUSTO,SACANTA,1,SOJA,OGM,1°,32.0,32.0,GRANO,4630.0,MAÍZ DE 1° TEMPRANO,DM 3810,3 LARGO,2018-11-01,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,32.0,32.0,GRANO,3300.0,MAÍZ DE 1° TEMPRANO,DM 4915 IPRO,4 LARGO,2019-11-28,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,32.0,32.0,GRANO,4400.0,MAÍZ DE 1° TEMPRANO,DM 53I53 IPRO,5 CORTO,2020-11-18,,NO,,,579.0,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,32.0,32.0,GRANO,3484.6875,MAÍZ DE 1° TEMPRANO,DM 4212,4 CORTO,2017-10-29,,SI,ASPERSIÓN PIVOT CENTRAL,207.0,387.0,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,RIO.PRIMERO,MONTECRISTO,1,SOJA,OGM,1°,32.0,32.0,GRANO,3680.0,MAÍZ DE 2°,DM 50I17 IPRO STS,5 CORTO,2020-12-07,50.0,NO,,,,CON FERTILIZACIÓN
2020-21,NIÑA,COR,RIO.PRIMERO,DIEGO DE ROJAS,1,SOJA,OGM,1°,32.0,32.0,GRANO,4000.0,MAÍZ DE 2°,LDC 5.3,5 CORTO,2020-12-02,,NO,,,452.0,CON FERTILIZACIÓN
2020-21,NIÑA,COR,SAN.JUSTO,SACANTA,2,SOJA,OGM,1°,32.0,32.0,GRANO,4700.0,MAÍZ DE 2°,53MS01 IPRO,5 CORTO,2020-11-13,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,SAN.JUSTO,SACANTA,2,SOJA,OGM,1°,32.0,32.0,GRANO,4500.0,MAÍZ DE 2°,53MS01 IPRO,5 CORTO,2020-11-14,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.SEGUNDO,CALCHÍN,2,SOJA,OGM,1°,32.0,32.0,GRANO,4981.0,MAÍZ DE 2°,DM 4615 STS,4 LARGO,2018-11-07,,NO,,,,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,32.0,32.0,GRANO,2178.0,MAÍZ DE 2°,A 5009 RG,5 CORTO,2017-12-04,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,TOTORAL,LOS MISTOLES,1,SOJA,OGM,1°,32.0,32.0,GRANO,3180.0,MAÍZ DE 2°,DM 4915 IPRO,4 LARGO,2018-11-09,,NO,,,591.0,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,32.0,32.0,GRANO,1100.0,MAÍZ DE 2°,DM 5958 IPRO,5 LARGO,2017-12-04,,NO,,,,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,COLON,TINOCO,1,SOJA,OGM,1°,32.0,32.0,GRANO,1100.0,SOJA DE 1°,CZ 4.97,4 LARGO,2022-11-28,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,COLON,GENERAL PAZ,1,SOJA,OGM,1°,32.0,32.0,GRANO,3180.03,SOJA DE 1°,DM 50I17 IPRO STS,5 CORTO,2021-11-18,,NO,,,700.0,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,COLON,GENERAL PAZ,1,SOJA,OGM,1°,32.0,32.0,GRANO,3782.0,SOJA DE 1°,DM 50I17 IPRO STS,5 CORTO,2023-12-02,,NO,,,650.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,RIO.PRIMERO,SANTA ROSA DE RÍO PRIMERO,4,SOJA,OGM,1°,32.0,32.0,GRANO,4200.0,SOJA DE 2°,DM 60I62 IPRO,6 CORTO,2025-12-10,,NO,,,,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,32.0,32.0,GRANO,1442.0,SOJA DE 2°,NS 5030 IPRO STS,5 CORTO,2023-11-30,,NO,,,,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,TERCERO.ARRIBA,JAMES CRAIK,2,SOJA,OGM,1°,32.0,32.0,GRANO,1408.0,SORGO,DM 52E21 STS,5 CORTO,2023-12-01,,NO,,,542.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,SAN.JUSTO,SACANTA,1,SOJA,OGM,2°,32.0,32.0,GRANO,4220.0,TRIGO,DM 5958 IPRO,5 LARGO,2018-12-08,,NO,,,,CON FERTILIZACIÓN
2025-26,NIÑA,COR,RIO.SEGUNDO,LAGUNA LARGA,2,SOJA,OGM,2°,32.0,32.0,GRANO,2900.0,TRIGO,4914 IPRO,4 LARGO,2025-12-15,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,SAN.JUSTO,EL ARAÑADO,2,SOJA,OGM,2°,32.0,32.0,GRANO,2300.0,TRIGO,DM 4615 STS,4 LARGO,2019-12-07,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,SAN.JUSTO,ARROYITO,2,SOJA,OGM,2°,32.0,32.0,GRANO,3000.0,TRIGO,DM 50I17 IPRO STS,5 CORTO,2019-11-20,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,SAN.JUSTO,ARROYITO,2,SOJA,OGM,2°,32.0,32.0,GRANO,2340.0,TRIGO,DM 60I62 IPRO,6 CORTO,2019-12-09,,NO,,,,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,SAN.JUSTO,SACANTA,2,SOJA,OGM,2°,32.0,32.0,GRANO,3000.0,TRIGO,DM 60I62 IPRO,6 CORTO,2023-12-05,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,SAN.JUSTO,EL ARAÑADO,2,SOJA,OGM,2°,32.0,32.0,GRANO,3100.0,TRIGO,LDC 5.3,5 CORTO,2019-12-09,,NO,,,,SIN FERTILIZACIÓN
