Campaña,ENSO,Región,Departamento/Partido,Localidad,Zona,Cultivo,Subgrupo,1°/2°,Superficie Sembrada,Superficie Cosechada,Destino,Rendimiento,Antecesor,Genética,Ciclo_OK,Fecha de siembra (dd/mm/aaaa),Agua al inicio,Riego,Sistema de riego,Lámina de riego,Precipitaciones ciclo (sept-abril),Fertilización
2022-23,NIÑA,COR,TULUMBA,SAN JOSÉ DE LA DORMIDA,5,SOJA,NO OGM,1°,159.0,159.0,GRANO,853.0,MAÍZ DE 1° TARDIO,LDC 5.9 STS,5 LARGO,2022-12-21,,NO,,,499.0,CON FERTILIZACIÓN
2024-25,NEUTRO,COR,TULUMBA,SAN JOSÉ DE LA DORMIDA,5,SOJA,OGM,1°,159.0,159.0,GRANO,3285.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2024-12-03,,NO,,,617.0,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,TULUMBA,SAN JOSÉ DE LA DORMIDA,5,SOJA,OGM,1°,159.0,159.0,GRANO,625.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2022-12-22,,NO,,,331.0,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,TULUMBA,SAN JOSÉ DE LA DORMIDA,5,SOJA,OGM,1°,159.0,159.0,GRANO,3935.0,MAÍZ DE 1° TEMPRANO,DM 50I17 IPRO STS,5 CORTO,2019-12-01,,NO,,,597.0,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,TULUMBA,VILLA TULUMBA,3,SOJA,OGM,1°,159.0,159.0,GRANO,2310.0,MAÍZ DE 1° TEMPRANO,SY 5X1 RR,5 CORTO,2020-11-24,,NO,,,755.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.SEGUNDO,LAGUNA LARGA,2,SOJA,OGM,1°,159.0,159.0,GRANO,4400.0,MAÍZ DE 1° TEMPRANO,DM 4915 IPRO,4 LARGO,2018-11-16,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,SAN.JUSTO,VILLA SAN ESTEBAN,2,SOJA,OGM,1°,159.0,159.0,GRANO,3424.0,MAÍZ DE 2°,DM 50I17 IPRO STS,5 CORTO,2021-11-12,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,159.0,159.0,GRANO,4510.188679,MAÍZ DE 2°,DM 4915 IPRO,4 LARGO,2020-10-30,,SI,ASPERSIÓN PIVOT CENTRAL,258.0,623.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,TULUMBA,SAN JOSÉ DE LA DORMIDA,5,SOJA,OGM,2°,159.0,159.0,GRANO,4365.0,TRIGO,DM 60I62 IPRO,6 CORTO,2025-12-14,,NO,,,890.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.PRIMERO,MONTECRISTO,1,SOJA,OGM,2°,16.0,16.0,GRANO,3700.0,CENTENO,DM 50I17 IPRO STS,5 CORTO,2024-12-16,,SI,ASPERSIÓN PIVOT CENTRAL,122.0,693.0,CON FERTILIZACIÓN
2024-25,NEUTRO,COR,TOTORAL,LOS MISTOLES,5,SOJA,OGM,2°,16.0,16.0,GRANO,3800.0,GARBANZO,DM 50I17 IPRO STS,5 CORTO,2024-12-28,132.0,SI,ASPERSIÓN PIVOT CENTRAL,76.0,659.0,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,RIO.PRIMERO,CAPILLA DE LOS REMEDIOS,2,SOJA,OGM,1°,16.0,16.0,GRANO,3313.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2021-11-18,,NO,,,485.0,CON FERTILIZACIÓN
2022-23,NIÑA,COR,RIO.PRIMERO,CAPILLA DE DOLORES,1,SOJA,NO OGM,1°,16.0,16.0,GRANO,130.0,MAÍZ DE 1° TARDIO,ALIM 5.09,5 CORTO,2022-11-25,,NO,,,,CON FERTILIZACIÓN
2022-23,NIÑA,COR,RIO.PRIMERO,PIQUILLÍN,1,SOJA,OGM,1°,16.0,16.0,GRANO,1270.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2022-11-22,,NO,,,,CON FERTILIZACIÓN
2025-26,NIÑA,COR,RIO.SECO,SEBASTIÁN ELCANO,6,SOJA,OGM,1°,16.0,16.0,GRANO,3019.0,MAÍZ DE 1° TARDIO,BRV 56123SCE,6 CORTO,2026-01-01,,NO,,,,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,SAN.JUSTO,TRÁNSITO,4,SOJA,OGM,1°,16.0,16.0,GRANO,876.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2022-11-25,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,16.0,16.0,GRANO,2900.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2021-11-10,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,COLON,GENERAL PAZ,2,SOJA,OGM,1°,16.0,16.0,GRANO,3600.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2021-11-02,,NO,,,,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,RIO.PRIMERO,EL ALCALDE,1,SOJA,OGM,1°,16.0,16.0,GRANO,1700.0,MAÍZ DE 1° TARDIO,AW 6211 IPRO,6 CORTO,2022-12-14,,NO,,,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.PRIMERO,EL ALCALDE,1,SOJA,OGM,1°,16.0,16.0,GRANO,4500.0,MAÍZ DE 1° TARDIO,AW 6211 IPRO,6 CORTO,2024-12-09,,NO,,,,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,COLON,GENERAL PAZ,1,SOJA,OGM,1°,16.0,16.0,GRANO,3058.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2023-12-05,,NO,,,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,16.0,16.0,GRANO,2486.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2024-11-12,,NO,,,629.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,SAN.JUSTO,SACANTA,2,SOJA,OGM,1°,16.0,16.0,GRANO,4300.0,MAÍZ DE 1° TEMPRANO,DM 46I20 IPRO STS,4 LARGO,2025-11-28,,NO,,,,CON FERTILIZACIÓN
2019-20,NEUTRO,COR,RIO.PRIMERO,EL ALCALDE,1,SOJA,OGM,1°,16.0,16.0,GRANO,5000.0,MAÍZ DE 1° TEMPRANO,AW 4927 IPRO,4 LARGO,2019-11-30,,NO,,,,CON FERTILIZACIÓN
2018-19,NIÑO,COR,TOTORAL,LOS MISTOLES,5,SOJA,OGM,1°,16.0,16.0,GRANO,3081.0,MAÍZ DE 1° TEMPRANO,DM 4915 IPRO,4 LARGO,2018-12-09,180.0,NO,,,534.0,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,16.0,16.0,GRANO,3000.0,MAÍZ DE 1° TEMPRANO,A 5009 RG,5 CORTO,2015-11-28,,NO,,,,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,16.0,16.0,GRANO,4280.0,MAÍZ DE 1° TEMPRANO,DM 4915 IPRO,4 LARGO,2015-11-28,,NO,,,,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,16.0,16.0,GRANO,3850.0,MAÍZ DE 1° TEMPRANO,SP 4X99,4 LARGO,2015-11-24,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,TOTORAL,CAPILLA DE SITÓN,5,SOJA,OGM,1°,16.0,16.0,GRANO,3813.0,MAÍZ DE 1° TEMPRANO,CZ 5407 IPRO,5 CORTO,2019-11-20,300.0,SI,ASPERSIÓN PIVOT CENTRAL,297.0,626.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,16.0,16.0,GRANO,2450.0,MAÍZ DE 2°,NS 6859 IPRO,6 LARGO,2019-01-12,,NO,,,,CON FERTILIZACIÓN
2020-21,NIÑA,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,16.0,16.0,GRANO,2316.0,MAÍZ DE 2°,A 5009 RG,5 CORTO,2020-11-16,,NO,,,507.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,16.0,16.0,GRANO,2902.0,MAÍZ DE 2°,A 5009 RG,5 CORTO,2018-12-03,,NO,,,646.0,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,16.0,16.0,GRANO,250.0,MAÍZ DE 2°,DM 50I17 IPRO STS,5 CORTO,2022-11-21,,NO,,,505.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,COLON,JESUS MARIA,1,SOJA,OGM,1°,16.0,16.0,GRANO,3900.0,MAÍZ DE 2°,DM 50E25 SE,5 CORTO,2025-12-12,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,RIO.PRIMERO,LA QUINTA,4,SOJA,OGM,1°,16.0,16.0,GRANO,2325.0,MAÍZ SILO,DM 5958 IPRO,5 LARGO,2020-11-18,,NO,,,439.0,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,SAN.JUSTO,SACANTA,2,SOJA,OGM,1°,16.0,16.0,GRANO,4440.0,MAÍZ SILO,DM 5958 IPRO,5 LARGO,2020-11-13,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,SAN.JUSTO,SACANTA,2,SOJA,OGM,1°,16.0,16.0,GRANO,3700.0,MAÍZ SILO,NS 8282,8 CORTO,2018-11-15,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.SEGUNDO,RINCÓN,2,SOJA,OGM,1°,16.0,16.0,GRANO,5000.0,OTRO,LDC 5.3,5 CORTO,2018-11-24,,NO,,,743.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,TULUMBA,VILLA TULUMBA,5,SOJA,OGM,1°,16.0,16.0,GRANO,2750.0,SOJA DE 1°,DM 50E22 SE,5 CORTO,2024-11-22,,NO,,,,CON FERTILIZACIÓN
2017-18,NIÑA,COR,RIO.PRIMERO,EL ALCALDE,1,SOJA,OGM,1°,16.0,16.0,GRANO,1300.0,SOJA DE 1°,A 5009 RG,5 CORTO,2017-11-20,,NO,,,,CON FERTILIZACIÓN
2020-21,NIÑA,COR,RIO.PRIMERO,EL ALCALDE,1,SOJA,OGM,1°,16.0,16.0,GRANO,4200.0,SOJA DE 1°,DM 53I53 IPRO,5 CORTO,2020-12-07,,NO,,,533.0,CON FERTILIZACIÓN
2024-25,NEUTRO,COR,SANTA.MARIA,FALDA DEL CARMEN,3,SOJA,OGM,1°,16.0,16.0,GRANO,2001.0,SOJA DE 1°,DM 50E22 SE,5 CORTO,2024-11-12,,NO,,,859.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,RIO.PRIMERO,EL ALCALDE,1,SOJA,OGM,1°,16.0,16.0,GRANO,4200.0,SOJA DE 1°,DM 62R63 STS,6 CORTO,2025-12-13,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,RIO.SEGUNDO,RINCÓN,2,SOJA,OGM,2°,16.0,16.0,GRANO,2470.0,TRIGO,DM 46R18 STS,4 LARGO,2019-11-29,,NO,,,743.0,CON FERTILIZACIÓN
2015-16,NIÑO,COR,RIO.PRIMERO,MONTECRISTO,1,SOJA,OGM,2°,16.0,16.0,GRANO,3900.0,TRIGO,DM 4915 IPRO,4 LARGO,2015-12-11,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,COLON,GENERAL PAZ,1,SOJA,OGM,2°,16.0,16.0,GRANO,3600.0,TRIGO,NS 4619 IPRO STS,4 LARGO,2018-12-28,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,RIO.SEGUNDO,LAGUNA LARGA,2,SOJA,OGM,1°,160.0,160.0,GRANO,2900.0,MAÍZ DE 1° TARDIO,NS 5030 IPRO STS,5 CORTO,2021-12-02,,NO,,,,CON FERTILIZACIÓN
2023-24,NIÑO,COR,RIO.SEGUNDO,LAGUNA LARGA,2,SOJA,OGM,1°,160.0,160.0,GRANO,1645.0,MAÍZ DE 1° TARDIO,NS 5030 IPRO STS,5 CORTO,2023-12-05,,NO,,,,CON FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.SECO,SEBASTIÁN ELCANO,6,SOJA,OGM,1°,160.0,160.0,GRANO,2945.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2024-12-15,,NO,,,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.PRIMERO,CAPILLA DE LOS REMEDIOS,2,SOJA,OGM,1°,160.0,160.0,GRANO,3858.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2024-11-23,,NO,,,,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,RIO.SECO,RAYO CORTADO,5,SOJA,OGM,1°,160.0,160.0,GRANO,486.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2022-12-26,,NO,,,392.0,S/D
2025-26,NIÑA,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,160.0,160.0,GRANO,4210.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2025-11-23,270.0,SI,ASPERSIÓN PIVOT CENTRAL,24.0,595.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,TULUMBA,SAN JOSÉ DE LA DORMIDA,5,SOJA,OGM,1°,160.0,160.0,GRANO,2672.0,MAÍZ DE 1° TEMPRANO,A 5009 RG,5 CORTO,2018-11-13,,NO,,,636.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.SECO,SEBASTIÁN ELCANO,5,SOJA,OGM,1°,160.0,160.0,GRANO,4203.0,MAÍZ DE 1° TEMPRANO,BIO 5.4,5 CORTO,2018-12-24,,NO,,,586.0,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,RIO.SECO,SEBASTIÁN ELCANO,5,SOJA,OGM,1°,160.0,160.0,GRANO,3337.0,MAÍZ DE 1° TEMPRANO,DM 60I62 IPRO,6 CORTO,2020-12-22,140.0,NO,,,416.0,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,TULUMBA,SAN JOSÉ DE LA DORMIDA,5,SOJA,OGM,1°,160.0,160.0,GRANO,3340.0,MAÍZ DE 1° TEMPRANO,NS 6002 STS,6 CORTO,2016-12-07,,NO,,,,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,TOTORAL,LOS MISTOLES,1,SOJA,OGM,1°,160.0,160.0,GRANO,2049.0,MAÍZ DE 1° TEMPRANO,DM 50I17 IPRO STS,5 CORTO,2017-12-11,,NO,,,372.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.PRIMERO,ESQUINA,1,SOJA,OGM,1°,160.0,160.0,GRANO,4013.0,MAÍZ DE 1° TEMPRANO,DM 50I17 IPRO STS,5 CORTO,2024-12-10,,NO,,,702.0,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,SAN.JUSTO,VILLA SAN ESTEBAN,2,SOJA,OGM,1°,160.0,160.0,GRANO,3424.0,MAÍZ DE 2°,DM 50I17 IPRO STS,5 CORTO,2021-11-12,,NO,,,,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,TOTORAL,LOS MISTOLES,1,SOJA,OGM,1°,160.0,160.0,GRANO,3980.0,MAÍZ DE 2°,BIO 5.4,5 CORTO,2015-11-22,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,RIO.PRIMERO,ESQUINA,1,SOJA,OGM,1°,160.0,160.0,GRANO,3380.0,MAÍZ DE 2°,DM 49R19 STS,4 LARGO,2020-12-10,,NO,,,555.0,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,SAN.JUSTO,LA TORDILLA,4,SOJA,OGM,1°,160.0,160.0,GRANO,4180.0,SOJA DE 1°,DM 50I17 IPRO STS,5 CORTO,2019-12-07,,NO,,,,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,RIO.PRIMERO,CAPILLA DE LOS REMEDIOS,2,SOJA,OGM,1°,160.0,160.0,GRANO,4068.0,SOJA DE 1°,DM 53I53 IPRO,5 CORTO,2025-12-02,,NO,,,,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,RIO.PRIMERO,ESQUINA,1,SOJA,OGM,1°,160.0,160.0,GRANO,1100.0,SOJA DE 1°,DM 53I53 IPRO,5 CORTO,2022-12-10,,NO,,,470.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.SEGUNDO,LAGUNA LARGA,2,SOJA,OGM,2°,160.0,160.0,GRANO,2985.0,TRIGO,4914 IPRO,4 LARGO,2024-12-15,,NO,,,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,SAN.JUSTO,VILLA SAN ESTEBAN,2,SOJA,OGM,2°,160.0,160.0,GRANO,3800.0,TRIGO,DM 60I62 IPRO,6 CORTO,2024-12-15,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,SAN.JUSTO,VILLA DEL TRÁNSITO,2,SOJA,OGM,2°,160.0,160.0,GRANO,3400.0,TRIGO,LDC 5.3,5 CORTO,2019-12-06,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,RIO.SEGUNDO,LAGUNA LARGA,2,SOJA,OGM,2°,160.0,160.0,GRANO,2500.0,TRIGO,NS 5258,5 CORTO,2019-12-06,,NO,,,,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,2°,160.0,160.0,GRANO,3915.0,TRIGO,DM 53I53 IPRO,5 CORTO,2025-12-21,,SI,ASPERSIÓN PIVOT CENTRAL,135.0,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,RIO.PRIMERO,DIEGO DE ROJAS,4,SOJA,OGM,2°,160.0,160.0,GRANO,3680.0,TRIGO,DM 60I62 IPRO,6 CORTO,2020-12-20,,SI,ASPERSIÓN PIVOT CENTRAL,210.0,445.0,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,RIO.SEGUNDO,CALCHÍN,2,SOJA,OGM,1°,161.0,161.0,GRANO,677.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2022-11-18,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,SANTA.MARIA,LOZADA,2,SOJA,OGM,1°,161.0,161.0,GRANO,3200.0,MAÍZ DE 1° TARDIO,FN 4.50,4 CORTO,2021-11-21,,NO,,,304.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,TULUMBA,SAN JOSÉ DE LA DORMIDA,5,SOJA,OGM,1°,162.0,162.0,GRANO,3015.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2024-12-06,,NO,,,686.0,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,RIO.PRIMERO,RÍO PRIMERO,1,SOJA,OGM,1°,162.0,162.0,GRANO,2300.0,MAÍZ DE 1° TARDIO,DM 4915 IPRO,4 LARGO,2021-11-15,158.0,NO,,,,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,SAN.JUSTO,LA TORDILLA,4,SOJA,OGM,1°,162.0,162.0,GRANO,1820.0,MAÍZ DE 1° TEMPRANO,OTRO,S/D,2017-12-26,,NO,,,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,163.0,163.0,GRANO,3730.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2024-12-03,,NO,,,562.0,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,RIO.SECO,PUESTO DE CASTRO,5,SOJA,OGM,1°,163.0,163.0,GRANO,2400.0,MAÍZ DE 1° TEMPRANO,OTRO,S/D,2016-12-15,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,TULUMBA,VILLA TULUMBA,3,SOJA,OGM,1°,163.0,163.0,GRANO,2783.0,MAÍZ DE 1° TEMPRANO,A 5009 RG,5 CORTO,2018-11-15,,NO,,,811.0,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,COLON,JESUS MARIA,1,SOJA,OGM,1°,164.0,164.0,GRANO,4490.0,CULTIVO DE SERVICIO,DM 4913,4 LARGO,2019-10-23,,NO,,,,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,164.0,164.0,GRANO,2500.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2022-11-15,,NO,,,,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,COLON,JESUS MARIA,1,SOJA,OGM,1°,164.0,164.0,GRANO,3600.0,MAÍZ DE 1° TARDIO,DM 46I20 IPRO STS,4 LARGO,2023-10-30,,NO,,,792.0,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,RIO.SEGUNDO,MATORRALES,4,SOJA,OGM,1°,164.0,164.0,GRANO,3200.0,MAÍZ DE 1° TEMPRANO,NS 4990 RG,4 LARGO,2016-12-04,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,164.0,164.0,GRANO,3000.0,MAÍZ DE 1° TEMPRANO,DM 60I62 IPRO,6 CORTO,2020-12-26,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,RIO.PRIMERO,RÍO PRIMERO,2,SOJA,OGM,1°,164.0,164.0,GRANO,4500.0,MAÍZ DE 1° TEMPRANO,DM 46I17 IPRO,4 LARGO,2019-11-28,244.0,NO,,,,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,COLON,JESUS MARIA,1,SOJA,OGM,1°,164.0,164.0,GRANO,1670.0,MAÍZ DE 1° TEMPRANO,DM 4913,4 LARGO,2017-11-08,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,COLON,JESUS MARIA,1,SOJA,OGM,1°,164.0,164.0,GRANO,4505.0,MAÍZ DE 1° TEMPRANO,DM 49R19 STS,4 LARGO,2021-11-03,,NO,,,628.0,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,TULUMBA,SAN JOSÉ DE LA DORMIDA,5,SOJA,OGM,1°,165.0,165.0,GRANO,496.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2022-12-11,,NO,,,468.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,SANTA.MARIA,MALAGUEÑO,3,SOJA,OGM,1°,165.0,165.0,GRANO,2920.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2025-11-18,,NO,,,,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,165.0,165.0,GRANO,4181.906489,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2023-11-25,,NO,,,658.0,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,165.0,165.0,GRANO,3675.0,MAÍZ DE 1° TARDIO,NS 5019 IPRO STS,5 CORTO,2021-12-02,,NO,,,509.0,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,165.0,165.0,GRANO,4378.981818,MAÍZ DE 1° TARDIO,NS 5019 IPRO STS,5 CORTO,2023-11-25,,NO,,,768.0,SIN FERTILIZACIÓN
2013-14,NEUTRO,COR,RIO.PRIMERO,EL ALCALDE,1,SOJA,OGM,1°,165.0,165.0,GRANO,2957.0,MAÍZ DE 1° TEMPRANO,A 5009 RG,5 CORTO,2013-11-13,,NO,,,,CON FERTILIZACIÓN
2015-16,NIÑO,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,165.0,165.0,GRANO,3797.0,MAÍZ DE 1° TEMPRANO,A 5009 RG,5 CORTO,2015-11-29,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,165.0,165.0,GRANO,3002.0,MAÍZ DE 1° TEMPRANO,DM 49R19 STS,4 LARGO,2019-12-22,,NO,,,346.0,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,165.0,165.0,GRANO,2324.0,MAÍZ DE 1° TEMPRANO,NS 5019 IPRO STS,5 CORTO,2017-11-11,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,165.0,165.0,GRANO,3583.0,MAÍZ DE 1° TEMPRANO,NS 5019 IPRO STS,5 CORTO,2019-11-15,,NO,,,402.0,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,165.0,165.0,GRANO,3623.0,MAÍZ DE 1° TEMPRANO,NS 5019 IPRO STS,5 CORTO,2021-12-05,,NO,,,513.0,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,165.0,165.0,GRANO,3889.0,MAÍZ DE 2°,BIO 5.4,5 CORTO,2015-12-13,,NO,,,,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,165.0,165.0,GRANO,2426.0,MAÍZ DE 2°,NS 5019 IPRO STS,5 CORTO,2017-11-10,,NO,,,,SIN FERTILIZACIÓN
2013-14,NEUTRO,COR,RIO.PRIMERO,EL ALCALDE,1,SOJA,OGM,1°,165.0,165.0,GRANO,3614.0,SOJA DE 1°,A 5009 RG,5 CORTO,2013-12-11,,NO,,,,CON FERTILIZACIÓN
2025-26,NIÑA,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,165.0,165.0,GRANO,3801.585056,SOJA DE 1°,NS 5019 IPRO STS,5 CORTO,2025-11-22,,NO,,,773.0,CON FERTILIZACIÓN
2025-26,NIÑA,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,165.0,165.0,GRANO,4347.0,SOJA DE 1°,DM 53I53 IPRO,5 CORTO,2025-11-21,,NO,,,750.0,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,SAN.JUSTO,EL TÍO,4,SOJA,OGM,2°,166.0,166.0,GRANO,3171.0,CENTENO,LDC 5.3,5 CORTO,2020-12-21,,NO,,,,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,166.0,166.0,GRANO,4001.0,SOJA DE 1°,NS 5019 IPRO STS,5 CORTO,2025-11-16,,NO,,,750.0,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,RIO.SEGUNDO,PILAR,2,SOJA,OGM,1°,167.0,167.0,GRANO,2200.0,MAÍZ DE 1° TARDIO,DM 4615 STS,4 LARGO,2023-12-02,,NO,,,,SIN FERTILIZACIÓN
